"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR1191866","ERR1191867","ERR1191869"
"group_1955","","hypothetical protein","3","3","1","1","1221","","","","335","335","335","CPJADAKE_00588","EJKBOHLF_01050","MCNKEKOJ_01348"
"tehB","","putative S-adenosyl-L-methionine-dependent methyltransferase TehB","3","3","1","2","106","","","","860","860","860","CPJADAKE_01598","EJKBOHLF_00724","MCNKEKOJ_01618"
"pstS2","","Phosphate-binding protein PstS 2","3","3","1","11","14","","","","875","875","875","CPJADAKE_01743","EJKBOHLF_01123","MCNKEKOJ_01724"
"licT_1","","Transcription antiterminator LicT","3","3","1","2","172","","","","839","839","839","CPJADAKE_01826","EJKBOHLF_01489","MCNKEKOJ_01381"
"group_1959","","hypothetical protein","3","3","1","3","222","","","","641","641","641","CPJADAKE_01858","EJKBOHLF_01714","MCNKEKOJ_01956"
"ftsW","","putative peptidoglycan glycosyltransferase FtsW","3","3","1","1","153","","","","1229","1229","1229","CPJADAKE_01419","EJKBOHLF_01319","MCNKEKOJ_00739"
"yqeN","","putative protein YqeN","3","3","1","6","77","","","","1037","1037","1037","CPJADAKE_00623","EJKBOHLF_01247","MCNKEKOJ_01190"
"group_1962","","hypothetical protein","3","3","1","1","1342","","","","590","590","590","CPJADAKE_00821","EJKBOHLF_00327","MCNKEKOJ_00547"
"mgsR","","Regulatory protein MgsR","3","3","1","1","918","","","","356","356","356","CPJADAKE_00168","EJKBOHLF_00447","MCNKEKOJ_00253"
"xerS","","Tyrosine recombinase XerS","3","3","1","1","229","","","","1070","1070","1070","CPJADAKE_01038","EJKBOHLF_00889","MCNKEKOJ_01797"
"group_1965","","Putative two-component membrane permease complex subunit SMU_746c","3","3","1","2","66","","","","815","815","815","CPJADAKE_01218","EJKBOHLF_01961","MCNKEKOJ_01512"
"yeeN","","putative transcriptional regulatory protein YeeN","3","3","1","12","26","","","","716","716","716","CPJADAKE_01891","EJKBOHLF_01831","MCNKEKOJ_01691"
"ypdF","","Aminopeptidase YpdF","3","3","1","1","1355","","","","1061","1061","1061","CPJADAKE_00808","EJKBOHLF_00313","MCNKEKOJ_00560"
"ybiV","","Sugar phosphatase YbiV","3","3","1","1","927","","","","824","827","826","CPJADAKE_00177","EJKBOHLF_00438","MCNKEKOJ_00262"
"pgdA","","Peptidoglycan-N-acetylglucosamine deacetylase","3","3","1","1","902","","","","1442","1442","1442","CPJADAKE_00152","EJKBOHLF_00463","MCNKEKOJ_00237"
"group_197","","hypothetical protein","3","3","1","1","1055","","","","437","509","485","CPJADAKE_01807","EJKBOHLF_01524","MCNKEKOJ_01599"
"spo0J","","Stage 0 sporulation protein J","3","3","1","3","91","","","","743","743","743","CPJADAKE_00792","EJKBOHLF_00990","MCNKEKOJ_00450"
"panT","","Pantothenic acid transporter PanT","3","3","1","5","33","","","","563","563","563","CPJADAKE_00335","EJKBOHLF_01197","MCNKEKOJ_00908"
"yjhC_1","","putative oxidoreductase YjhC","3","3","1","1","677","","","","1103","1103","1103","CPJADAKE_00470","EJKBOHLF_00070","MCNKEKOJ_00009"
"group_1973","","hypothetical protein","3","3","1","8","55","","","","764","764","764","CPJADAKE_01314","EJKBOHLF_01403","MCNKEKOJ_01131"
"ctsR","","Transcriptional regulator CtsR","3","3","1","3","133","","","","458","458","458","CPJADAKE_00749","EJKBOHLF_01579","MCNKEKOJ_00404"
"group_1975","","hypothetical protein","3","3","1","13","14","","","","1193","1193","1193","CPJADAKE_01931","EJKBOHLF_01780","MCNKEKOJ_01806"
"grpE","","Protein GrpE","3","3","1","1","1053","","","","524","524","524","CPJADAKE_01805","EJKBOHLF_01522","MCNKEKOJ_01597"
"group_1977","","hypothetical protein","3","3","1","1","81","","","","614","614","614","CPJADAKE_01629","EJKBOHLF_00925","MCNKEKOJ_00803"
"nagC","","N-acetylglucosamine repressor","3","3","1","1","561","","","","1178","1178","1178","CPJADAKE_01472","EJKBOHLF_01747","MCNKEKOJ_00709"
"ybiT_2","","putative ABC transporter ATP-binding protein YbiT","3","3","1","3","101","","","","1622","1622","1622","CPJADAKE_00780","EJKBOHLF_01533","MCNKEKOJ_00437"
"group_198","","hypothetical protein","3","3","1","2","1","","","","251","599","483","CPJADAKE_01810","EJKBOHLF_02196","MCNKEKOJ_01365"
"galK_1","","Galactokinase","3","3","1","1","1171","","","","878","878","878","CPJADAKE_00035","EJKBOHLF_00216","MCNKEKOJ_00842"
"murC","","UDP-N-acetylmuramate--L-alanine ligase","3","3","1","1","869","","","","1334","1334","1334","CPJADAKE_01234","EJKBOHLF_01950","MCNKEKOJ_00202"
"group_1982","","hypothetical protein","3","3","1","1","364","","","","338","338","338","CPJADAKE_00241","EJKBOHLF_01229","MCNKEKOJ_00335"
"group_1983","","hypothetical protein","3","3","1","1","614","","","","908","908","908","CPJADAKE_01689","EJKBOHLF_00009","MCNKEKOJ_00666"
"tcyN","","L-cystine import ATP-binding protein TcyC","3","3","1","1","920","","","","743","743","743","CPJADAKE_00170","EJKBOHLF_00445","MCNKEKOJ_00255"
"group_1985","","putative protein","3","3","1","1","1122","","","","389","389","389","CPJADAKE_00074","EJKBOHLF_00263","MCNKEKOJ_00882"
"dnaA","","Chromosomal replication initiator protein DnaA","3","3","1","3","90","","","","1361","1361","1361","CPJADAKE_00793","EJKBOHLF_00989","MCNKEKOJ_00451"
"group_1987","","hypothetical protein","3","3","1","3","196","","","","1880","1880","1880","CPJADAKE_01054","EJKBOHLF_00536","MCNKEKOJ_00353"
"tmk","","Thymidylate kinase","3","3","1","2","143","","","","638","638","638","CPJADAKE_01535","EJKBOHLF_01555","MCNKEKOJ_01541"
"artM_1","","Arginine transport ATP-binding protein ArtM","3","3","1","5","43","","","","740","740","740","CPJADAKE_00325","EJKBOHLF_01206","MCNKEKOJ_00917"
"lacX","","Protein LacX, plasmid","3","3","1","6","53","","","","269","344","319","CPJADAKE_01907","EJKBOHLF_01805","MCNKEKOJ_01830"
"group_1990","","putative RNA methyltransferase","3","3","1","1","83","","","","1631","1631","1631","CPJADAKE_01627","EJKBOHLF_00927","MCNKEKOJ_00801"
"IMPDH_1","","Inosine-5'-monophosphate dehydrogenase","3","3","1","1","169","","","","1277","1277","1277","CPJADAKE_01403","EJKBOHLF_00787","MCNKEKOJ_00723"
"phoB","","Phosphate regulon transcriptional regulatory protein PhoB","3","3","1","3","135","","","","653","653","653","CPJADAKE_00747","EJKBOHLF_01577","MCNKEKOJ_00402"
"COQ5_1","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","3","3","1","1","760","","","","758","758","758","CPJADAKE_00730","EJKBOHLF_00150","MCNKEKOJ_00089"
"carA","","Carbamoyl-phosphate synthase small chain","3","3","1","5","74","","","","1079","1079","1079","CPJADAKE_00294","EJKBOHLF_01088","MCNKEKOJ_00949"
"group_1995","","Alpha-monoglucosyldiacylglycerol synthase","3","3","1","1","162","","","","1325","1325","1325","CPJADAKE_01410","EJKBOHLF_01328","MCNKEKOJ_00730"
"group_1996","","hypothetical protein","3","3","1","1","1426","","","","986","986","986","CPJADAKE_00374","EJKBOHLF_01177","MCNKEKOJ_01477"
"ribBA","","Riboflavin biosynthesis protein RibBA","3","3","1","1","1365","","","","1205","1205","1205","CPJADAKE_00453","EJKBOHLF_00303","MCNKEKOJ_00570"
"group_1998","","hypothetical protein","3","3","1","1","1183","","","","527","527","527","CPJADAKE_00025","EJKBOHLF_00205","MCNKEKOJ_00832"
"yidC2","","Membrane protein insertase YidC 2","3","3","1","7","40","","","","926","926","926","CPJADAKE_00926","EJKBOHLF_00674","MCNKEKOJ_01004"
"group_200","","hypothetical protein","3","3","1","6","44","","","","209","257","241","CPJADAKE_01916","EJKBOHLF_01814","MCNKEKOJ_01821"
"gmuD_2","","6-phospho-beta-glucosidase GmuD","3","3","1","9","7","","","","1409","1409","1409","CPJADAKE_01103","EJKBOHLF_02039","MCNKEKOJ_01269"
"ribU","","Riboflavin transporter RibU","3","3","1","1","1074","","","","563","563","563","CPJADAKE_00112","EJKBOHLF_01345","MCNKEKOJ_01500"
"malP","","Maltodextrin phosphorylase","3","3","1","11","7","","","","2258","2258","2258","CPJADAKE_01996","EJKBOHLF_01144","MCNKEKOJ_01890"
"yknX","","Putative efflux system component YknX","3","3","1","6","97","","","","1199","1199","1199","CPJADAKE_00643","EJKBOHLF_01265","MCNKEKOJ_01171"
"group_2004","","hypothetical protein","3","3","1","8","21","","","","1067","1067","1067","CPJADAKE_01284","EJKBOHLF_01929","MCNKEKOJ_01103"
"malR","","HTH-type transcriptional regulator MalR","3","3","1","11","1","","","","986","986","986","CPJADAKE_02002","EJKBOHLF_01150","MCNKEKOJ_01896"
"mfd","","Transcription-repair-coupling factor","3","3","1","3","63","","","","3509","3524","3514","CPJADAKE_00798","EJKBOHLF_00951","MCNKEKOJ_00477"
"ecsA_2","","ABC-type transporter ATP-binding protein EcsA","3","3","1","1","1046","","","","731","731","731","CPJADAKE_01799","EJKBOHLF_01516","MCNKEKOJ_01591"
"crcB_1","","Putative fluoride ion transporter CrcB","3","3","1","5","101","","","","329","329","329","CPJADAKE_00267","EJKBOHLF_01107","MCNKEKOJ_00968"
"lysA","","Diaminopimelate decarboxylase","3","3","1","7","42","","","","1250","1250","1250","CPJADAKE_00924","EJKBOHLF_00676","MCNKEKOJ_01006"
"thiM_2","","Hydroxyethylthiazole kinase","3","3","1","4","124","","","","803","803","803","CPJADAKE_01946","EJKBOHLF_01914","MCNKEKOJ_01441"
"msmX","","Oligosaccharides import ATP-binding protein MsmX","3","3","1","1","759","","","","1130","1130","1130","CPJADAKE_00729","EJKBOHLF_00149","MCNKEKOJ_00088"
"group_2011","","hypothetical protein","3","3","1","1","929","","","","725","725","725","CPJADAKE_00179","EJKBOHLF_00436","MCNKEKOJ_00264"
"group_2012","","hypothetical protein","3","3","1","5","72","","","","809","809","809","CPJADAKE_00296","EJKBOHLF_01086","MCNKEKOJ_00947"
"bceA","","Bacitracin export ATP-binding protein BceA","3","3","1","2","74","","","","758","758","758","CPJADAKE_01226","EJKBOHLF_01968","MCNKEKOJ_01520"
"group_2014","sasA_3","Adaptive-response sensory-kinase SasA","3","3","1","11","13","","","","1331","1331","1331","CPJADAKE_01742","EJKBOHLF_01122","MCNKEKOJ_01725"
"group_2015","","hypothetical protein","3","3","1","1","844","","","","431","431","431","CPJADAKE_01258","EJKBOHLF_00184","MCNKEKOJ_00178"
"znuA","","High-affinity zinc uptake system binding-protein ZnuA","3","3","1","2","83","","","","917","917","917","CPJADAKE_01620","EJKBOHLF_00747","MCNKEKOJ_01998"
"glnH_1","","Glutamine-binding periplasmic protein","3","3","1","1","385","","","","815","815","815","CPJADAKE_00221","EJKBOHLF_00386","MCNKEKOJ_00315"
"nanA_2","","N-acetylneuraminate lyase","3","3","1","1","686","","","","917","917","917","CPJADAKE_00479","EJKBOHLF_00079","MCNKEKOJ_00018"
"engB","","putative GTP-binding protein EngB","3","3","1","1","772","","","","587","587","587","CPJADAKE_00740","EJKBOHLF_00160","MCNKEKOJ_00099"
"recX","","Regulatory protein RecX","3","3","1","15","5","","","","776","776","776","CPJADAKE_02064","EJKBOHLF_02152","MCNKEKOJ_02012"
"mro","","Aldose 1-epimerase","3","3","1","1","956","","","","1037","1037","1037","CPJADAKE_01371","EJKBOHLF_00836","MCNKEKOJ_01229"
"group_2021","","Hyaluronate lyase","3","3","1","1","1235","","","","3200","3203","3202","CPJADAKE_00574","EJKBOHLF_01678","MCNKEKOJ_01362"
"topA","","DNA topoisomerase 1","3","3","1","5","62","","","","2087","2087","2087","CPJADAKE_00306","EJKBOHLF_02007","MCNKEKOJ_00937"
"group_2023","","hypothetical protein","3","3","1","1","155","","","","1004","1004","1004","CPJADAKE_01417","EJKBOHLF_01321","MCNKEKOJ_00737"
"gyrB","","DNA gyrase subunit B","3","3","1","6","10","","","","1946","1946","1946","CPJADAKE_00664","EJKBOHLF_01702","MCNKEKOJ_01879"
"group_2025","","hypothetical protein","3","3","1","4","66","","","","2054","2054","2054","CPJADAKE_01001","EJKBOHLF_00627","MCNKEKOJ_01835"
"mngB","","Mannosylglycerate hydrolase","3","3","1","3","194","","","","2645","2645","2645","CPJADAKE_01056","EJKBOHLF_00538","MCNKEKOJ_00355"
"gatB","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","3","3","1","1","1120","","","","1442","1442","1442","CPJADAKE_00076","EJKBOHLF_00265","MCNKEKOJ_00884"
"trmL","","tRNA (cytidine(34)-2'-O)-methyltransferase","3","3","1","1","1075","","","","503","503","503","CPJADAKE_00111","EJKBOHLF_01346","MCNKEKOJ_01499"
"gatA","","Glutamyl-tRNA(Gln) amidotransferase subunit A","3","3","1","1","1119","","","","1466","1466","1466","CPJADAKE_00077","EJKBOHLF_00266","MCNKEKOJ_00885"
"group_203","","hypothetical protein","3","3","1","1","1061","","","","329","1283","778","CPJADAKE_02079","EJKBOHLF_02175","MCNKEKOJ_01605"
"group_2030","","hypothetical protein","3","3","1","12","28","","","","410","410","410","CPJADAKE_01889","EJKBOHLF_01829","MCNKEKOJ_01689"
"thiN","","Thiamine pyrophosphokinase","3","3","1","7","76","","","","662","662","662","CPJADAKE_00920","EJKBOHLF_00680","MCNKEKOJ_01010"
"ligA","","DNA ligase","3","3","1","1","200","","","","1958","1958","1958","CPJADAKE_01019","EJKBOHLF_00817","MCNKEKOJ_01646"
"gap","","Glyceraldehyde-3-phosphate dehydrogenase","3","3","1","3","50","","","","1007","1007","1007","CPJADAKE_02056","EJKBOHLF_02098","MCNKEKOJ_01988"
"yfmC","","Fe(3+)-citrate-binding protein YfmC","3","3","1","1","85","","","","1025","1025","1025","CPJADAKE_01624","EJKBOHLF_00929","MCNKEKOJ_00799"
"group_2035","","hypothetical protein","3","3","1","1","1250","","","","317","317","317","CPJADAKE_00559","EJKBOHLF_01607","MCNKEKOJ_02034"
"rfuC","","putative riboflavin import permease protein RfuC","3","3","1","1","520","","","","1058","1058","1058","CPJADAKE_00694","EJKBOHLF_01460","MCNKEKOJ_01678"
"purH","","Bifunctional purine biosynthesis protein PurH","3","3","1","1","970","","","","1547","1547","1547","CPJADAKE_01357","EJKBOHLF_00850","MCNKEKOJ_01243"
"trmB","","tRNA (guanine-N(7)-)-methyltransferase","3","3","1","2","187","","","","635","635","635","CPJADAKE_01731","EJKBOHLF_02025","MCNKEKOJ_01403"
"group_2039","","hypothetical protein","3","3","1","7","14","","","","620","620","620","CPJADAKE_00949","EJKBOHLF_00645","MCNKEKOJ_00982"
"group_204","","hypothetical protein","3","3","1","6","2","","","","263","422","341","CPJADAKE_02083","EJKBOHLF_01710","MCNKEKOJ_02038"
"group_2040","","hypothetical protein","3","3","1","13","12","","","","1496","1496","1496","CPJADAKE_01933","EJKBOHLF_01782","MCNKEKOJ_01804"
"yclN","","Petrobactin import system permease protein YclN","3","3","1","8","60","","","","959","959","959","CPJADAKE_01319","EJKBOHLF_02115","MCNKEKOJ_01136"
"rnj1","","Ribonuclease J 1","3","3","1","1","1459","","","","1679","1679","1679","CPJADAKE_00411","EJKBOHLF_01455","MCNKEKOJ_00609"
"pepN","","Aminopeptidase N","3","3","1","6","111","","","","2546","2546","2546","CPJADAKE_00655","EJKBOHLF_01693","MCNKEKOJ_01158"
"group_2044","","hypothetical protein","3","3","1","5","71","","","","803","803","803","CPJADAKE_00297","EJKBOHLF_01085","MCNKEKOJ_00946"
"ptsI","","Phosphoenolpyruvate-protein phosphotransferase","3","3","1","6","38","","","","1724","1724","1724","CPJADAKE_01922","EJKBOHLF_01820","MCNKEKOJ_01815"
"pfbA","","Plasmin and fibronectin-binding protein A","3","3","1","8","28","","","","2126","2126","2126","CPJADAKE_01287","EJKBOHLF_01922","MCNKEKOJ_01106"
"dinG_2","","3'-5' exonuclease DinG","3","3","1","6","116","","","","2450","2450","2450","CPJADAKE_00660","EJKBOHLF_01698","MCNKEKOJ_01883"
"ulaD","","3-keto-L-gulonate-6-phosphate decarboxylase UlaD","3","3","1","9","20","","","","665","665","665","CPJADAKE_01116","EJKBOHLF_01005","MCNKEKOJ_01282"
"group_2049","","hypothetical protein","3","3","1","1","1373","","","","533","533","533","CPJADAKE_00445","EJKBOHLF_00296","MCNKEKOJ_00577"
"malQ","","4-alpha-glucanotransferase","3","3","1","11","6","","","","1517","1517","1517","CPJADAKE_01997","EJKBOHLF_01145","MCNKEKOJ_01891"
"group_2051","","hypothetical protein","3","3","1","5","87","","","","332","332","332","CPJADAKE_00282","EJKBOHLF_01100","MCNKEKOJ_00961"
"group_2052","","Flavodoxin","3","3","1","5","104","","","","443","443","443","CPJADAKE_00264","EJKBOHLF_01110","MCNKEKOJ_00971"
"araD","","L-ribulose-5-phosphate 4-epimerase AraD","3","3","1","9","18","","","","704","704","704","CPJADAKE_01114","EJKBOHLF_01003","MCNKEKOJ_01280"
"yfiC","","tRNA1(Val) (adenine(37)-N6)-methyltransferase","3","3","1","1","853","","","","749","749","749","CPJADAKE_01249","EJKBOHLF_00193","MCNKEKOJ_00187"
"bepA","","Beta-barrel assembly-enhancing protease","3","3","1","1","885","","","","1229","1229","1229","CPJADAKE_00135","EJKBOHLF_01898","MCNKEKOJ_00219"
"yqeH","","putative protein YqeH","3","3","1","1","616","","","","1106","1106","1106","CPJADAKE_01691","EJKBOHLF_00011","MCNKEKOJ_00664"
"bsaA","","Glutathione peroxidase BsaA","3","3","1","1","1236","","","","476","476","476","CPJADAKE_00573","EJKBOHLF_01679","MCNKEKOJ_01363"
"gloA","","Lactoylglutathione lyase","3","3","1","2","120","","","","380","380","380","CPJADAKE_01553","EJKBOHLF_00710","MCNKEKOJ_01946"
"metK","","S-adenosylmethionine synthase","3","3","1","6","75","","","","1190","1190","1190","CPJADAKE_00621","EJKBOHLF_01245","MCNKEKOJ_01192"
"group_2060","","hypothetical protein","3","3","1","5","16","","","","1274","1274","1274","CPJADAKE_00352","EJKBOHLF_01792","MCNKEKOJ_01756"
"sasA_2","","Adaptive-response sensory-kinase SasA","3","3","1","3","136","","","","1331","1331","1331","CPJADAKE_00746","EJKBOHLF_01576","MCNKEKOJ_00401"
"phoP","","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","3","3","1","11","12","","","","707","707","707","CPJADAKE_01741","EJKBOHLF_01121","MCNKEKOJ_01726"
"rplA","","50S ribosomal protein L1","3","3","1","4","47","","","","689","689","689","CPJADAKE_01512","EJKBOHLF_00755","MCNKEKOJ_01547"
"cysK","","Cysteine synthase","3","3","1","3","118","","","","920","926","924","CPJADAKE_00763","EJKBOHLF_01593","MCNKEKOJ_00418"
"tpiA","","Triosephosphate isomerase","3","3","1","1","764","","","","758","758","758","CPJADAKE_00734","EJKBOHLF_00154","MCNKEKOJ_00093"
"group_2066","","hypothetical protein","3","3","1","4","121","","","","650","650","650","CPJADAKE_01943","EJKBOHLF_01911","MCNKEKOJ_01438"
"bga","","Beta-galactosidase","3","3","1","1","962","","","","1787","1787","1787","CPJADAKE_01365","EJKBOHLF_00842","MCNKEKOJ_01235"
"pbpF","","Penicillin-binding protein 1F","3","3","1","3","52","","","","2195","2195","2195","CPJADAKE_02054","EJKBOHLF_02100","MCNKEKOJ_01990"
"parE","","DNA topoisomerase 4 subunit B","3","3","1","2","15","","","","1943","1943","1943","CPJADAKE_02014","EJKBOHLF_01991","MCNKEKOJ_01046"
"amyS","","Alpha-amylase","3","3","1","1","374","","","","1445","1454","1451","CPJADAKE_00232","EJKBOHLF_01238","MCNKEKOJ_00326"
"ffh","","Signal recognition particle protein","3","3","1","5","85","","","","1571","1571","1571","CPJADAKE_00283","EJKBOHLF_01099","MCNKEKOJ_00960"
"rpoB","","DNA-directed RNA polymerase subunit beta","3","3","1","7","27","","","","3611","3611","3611","CPJADAKE_00940","EJKBOHLF_00660","MCNKEKOJ_00991"
"truB","","tRNA pseudouridine synthase B","3","3","1","5","15","","","","878","878","878","CPJADAKE_00353","EJKBOHLF_01793","MCNKEKOJ_01757"
"resA_2","","Thiol-disulfide oxidoreductase ResA","3","3","1","2","85","","","","557","557","557","CPJADAKE_01618","EJKBOHLF_00745","MCNKEKOJ_02000"
"lacF_1","","Lactose transport system permease protein LacF","3","3","1","1","681","","","","887","887","887","CPJADAKE_00474","EJKBOHLF_00074","MCNKEKOJ_00013"
"aldC","","Alpha-acetolactate decarboxylase","3","3","1","1","383","","","","671","671","671","CPJADAKE_00223","EJKBOHLF_00384","MCNKEKOJ_00317"
"yigZ","","IMPACT family member YigZ","3","3","1","3","119","","","","635","635","635","CPJADAKE_00762","EJKBOHLF_01592","MCNKEKOJ_00417"
"group_2078","manX_3","PTS system mannose-specific EIIAB component","3","3","1","1","1259","","","","989","989","989","CPJADAKE_00550","EJKBOHLF_01598","MCNKEKOJ_01736"
